ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc
10551,707,0.6143429452743533,67763,87,8,13,10834,12,18,Mortgage,High School,Widowed,4,0.15521118
10552,343,0.18233430037896936,81696,73,1,5,4275,6,7,Rent,High School,Widowed,12,0.0
10553,799,0.5880413950416942,111170,21,8,2,13792,0,2,Rent,High School,Single,5,0.1695445
10554,671,0.7247466443598227,123890,38,8,5,9637,9,10,Rent,Bachelor,Widowed,13,0.16701677
10555,419,0.51870198091437,42461,70,7,4,14948,12,11,Rent,High School,Widowed,4,0.0
10556,600,0.22547039787110335,129173,30,7,4,4388,6,6,Mortgage,Masters,Widowed,12,0.0
10557,409,0.1783743279508,166116,45,9,17,11378,2,1,Own,Masters,Divorced,19,0.16950925
10558,342,0.3957078384024587,84621,21,7,8,11423,17,17,Own,High School,Widowed,2,0.15326166
10559,589,0.07066651528470447,138136,47,1,5,4641,4,6,Rent,Masters,Single,20,0.1652012
10560,654,0.545530426244994,164434,38,3,6,6219,8,9,Rent,High School,Widowed,24,0.16486497
10561,514,0.5480127700997192,87013,56,8,1,19233,0,18,Mortgage,Masters,Widowed,10,0.0
10562,756,0.5065503740216921,41431,21,6,13,8177,6,5,Rent,Bachelor,Widowed,12,0.16695449
10563,776,0.12052698198840384,196194,19,0,16,9784,3,8,Mortgage,Masters,Single,9,0.15385109
10564,846,0.7948340304645334,168784,84,9,12,12484,10,1,Rent,Masters,Widowed,20,0.0
10565,610,0.03079875696659773,99531,20,3,5,18397,11,25,Own,High School,Widowed,21,0.15660584
10566,827,0.675497531820947,121376,49,2,9,19981,2,7,Own,Bachelor,Widowed,7,0.16627531
10567,513,0.11084752709095158,39412,46,5,2,19522,19,22,Rent,High School,Widowed,5,0.0
10568,383,0.03539477636432342,195950,59,9,9,11432,15,5,Own,Bachelor,Widowed,4,0.16584861
10569,795,0.30515741334127766,185612,25,4,1,6840,11,16,Mortgage,PhD,Widowed,0,0.0
10570,340,0.06432179537659155,130021,66,5,13,1542,13,16,Rent,Masters,Widowed,2,0.16534898
10571,454,0.09689649066093964,115564,65,4,10,10321,19,1,Rent,PhD,Widowed,22,0.15774848
10572,527,0.43396703809504134,31698,31,1,10,9567,1,18,Mortgage,Masters,Widowed,28,0.16677913
10573,706,0.0610185524691601,121951,21,9,19,12524,10,0,Own,Masters,Divorced,22,0.15689388
10574,730,0.3306936041587797,125957,48,8,15,3534,15,4,Mortgage,High School,Widowed,9,0.0
10575,793,0.003901430640016579,55108,20,7,2,7920,8,8,Rent,Masters,Widowed,11,0.0
10576,686,0.34122096315750416,133256,85,5,7,10995,7,0,Rent,High School,Widowed,6,0.0
10577,441,0.08173573496893272,72179,81,4,5,8372,10,2,Own,Masters,Widowed,29,0.16767627
10578,445,0.05918160754891666,133106,36,9,11,15758,4,29,Mortgage,High School,Married,0,0.15199599
10579,518,0.29472913171338944,147171,39,7,2,19706,10,19,Own,High School,Widowed,6,0.15450165
10580,681,0.005383367530124139,117986,62,9,6,15396,10,14,Rent,Masters,Single,4,0.1613833
10581,773,0.6940694608273539,68421,51,8,6,19944,4,10,Mortgage,Masters,Widowed,20,0.0
10582,836,0.07116362633084417,68966,72,5,16,3871,3,14,Rent,Masters,Widowed,14,0.0
10583,605,0.2607552145751436,143833,57,9,13,1581,5,28,Mortgage,High School,Widowed,21,0.15704513
10584,615,0.373610929425387,140124,52,9,13,13489,14,15,Mortgage,High School,Divorced,4,0.15436225
10585,656,0.1767977257281238,60195,52,5,18,2900,13,6,Own,Masters,Widowed,28,0.16605353
10586,494,0.3890419651705215,116587,69,5,1,13841,4,3,Rent,High School,Widowed,27,0.0
10587,667,0.19139463392459555,142657,20,4,7,14115,9,29,Mortgage,High School,Widowed,10,0.0
10588,342,0.10547847132841426,42003,40,9,18,12538,11,11,Mortgage,High School,Widowed,28,0.0
10589,778,0.14433159458348432,24038,50,8,12,8502,4,13,Mortgage,Bachelor,Widowed,9,0.16370343
10590,768,0.33953701072967823,183506,35,7,2,13233,19,9,Mortgage,Masters,Single,9,0.15677169
10591,591,0.25512361908175385,153525,36,6,14,11963,9,20,Rent,Masters,Single,13,0.16387272
10592,476,0.522878415196781,126302,45,7,2,5844,9,5,Mortgage,Masters,Married,13,0.16562063
10593,373,0.007619141105572713,151744,29,4,11,15067,5,6,Mortgage,High School,Divorced,21,0.1678513
10594,682,0.6159132374710089,184394,51,4,16,12936,15,19,Rent,Masters,Widowed,9,0.16441356
10595,716,0.4040380962061326,32238,59,6,3,2253,14,12,Mortgage,Masters,Widowed,14,0.15596299
10596,384,0.06828835424414192,170091,35,6,12,7889,17,3,Rent,Masters,Widowed,13,0.0
10597,469,0.34060792657531325,20506,18,9,7,7474,10,9,Own,Masters,Widowed,17,0.0
10598,740,0.16160648452798942,65728,86,2,10,11072,0,20,Mortgage,High School,Widowed,19,0.1537537
10599,808,0.9201651673755444,73483,85,6,8,19963,9,19,Rent,Masters,Widowed,15,0.16429734
10600,663,0.4045052791216338,149432,24,7,11,17967,12,5,Mortgage,Masters,Widowed,25,0.0
10601,569,0.20506653814111653,148515,79,5,2,17060,16,5,Own,High School,Widowed,17,0.15877643
10602,825,0.011810892893921787,156280,32,7,15,13898,2,5,Rent,Masters,Married,16,0.0
10603,530,0.1588124170371238,181308,27,3,2,10827,2,2,Mortgage,PhD,Widowed,16,0.0
10604,342,0.5066580554219364,88205,76,9,0,18491,4,8,Mortgage,Masters,Married,4,0.16723138
10605,509,0.29908058948955574,66539,29,8,12,6581,8,16,Rent,High School,Widowed,4,0.0
10606,369,0.4993985554940492,188224,29,9,6,4500,14,11,Mortgage,PhD,Widowed,16,0.16903839
10607,315,0.32821000074750517,93969,68,6,14,8463,8,3,Rent,Masters,Widowed,17,0.0
10608,816,0.019701484814179993,39420,39,4,0,14842,11,0,Mortgage,High School,Divorced,0,0.16501777
10609,788,0.26422886842355375,155855,64,6,18,14029,18,28,Rent,PhD,Widowed,20,0.1680416
10610,788,0.3270287441360874,112471,69,6,6,10722,9,13,Rent,Bachelor,Widowed,7,0.0
10611,845,0.714521585883191,164712,74,4,8,14618,2,2,Mortgage,PhD,Widowed,26,0.15284024
10612,468,0.10320553155853518,101774,54,8,0,18716,1,13,Mortgage,High School,Married,11,0.16679488
10613,520,0.6667586792842704,125328,35,9,12,4925,0,17,Mortgage,Masters,Widowed,2,0.0
10614,527,0.6261686101904994,32575,23,3,5,10828,4,19,Mortgage,Masters,Widowed,6,0.1586602
10615,529,0.8869655201839232,125708,50,7,1,9580,3,29,Rent,Masters,Widowed,1,0.16988695
10616,607,0.7095966438958848,173714,42,8,18,18839,13,11,Mortgage,High School,Widowed,5,0.15949155
10617,649,0.0576188726729181,121888,83,9,14,19149,11,25,Rent,High School,Widowed,2,0.0
10618,830,0.761317553499829,144466,28,9,17,17307,4,4,Rent,Bachelor,Widowed,17,0.16250587
10619,398,0.30747378619647936,177864,37,3,14,11634,8,15,Rent,Masters,Widowed,4,0.15075952
10620,668,0.877205144575648,54189,44,7,10,3396,13,16,Rent,High School,Widowed,1,0.1658814
10621,685,0.39508766342066204,25865,33,6,11,9522,8,10,Mortgage,Masters,Widowed,12,0.0
10622,503,0.9483870686517095,93798,49,5,9,18512,5,1,Mortgage,Masters,Widowed,12,0.0
10623,764,0.5986699874200088,166758,78,8,8,19049,5,16,Rent,Masters,Widowed,14,0.0
10624,528,0.02594290657094378,189848,79,6,17,14300,1,24,Mortgage,High School,Widowed,19,0.16312622
10625,600,0.01908568213426798,69303,49,8,7,5005,9,15,Mortgage,High School,Divorced,7,0.0
10626,464,0.2771867060818941,91026,21,7,4,2656,3,2,Own,High School,Widowed,25,0.15098421
10627,769,0.28847408177478695,105357,35,7,4,7610,7,17,Rent,Masters,Widowed,0,0.0
10628,418,0.7097840254285491,63408,37,9,4,10318,6,11,Rent,Masters,Divorced,17,0.16169114
10629,504,0.37390872350753346,153421,31,7,10,19792,2,16,Own,Bachelor,Widowed,9,0.16540089
10630,622,0.9685820001055014,139726,71,3,11,2082,5,5,Rent,High School,Widowed,2,0.1664233
10631,519,0.029037374748994593,194773,37,6,3,8169,12,9,Mortgage,High School,Widowed,0,0.0
10632,398,0.27441648162940213,89223,64,8,7,7900,10,25,Rent,Masters,Widowed,14,0.16446978
10633,727,0.014063427072517842,167015,64,2,0,10068,12,0,Own,Masters,Widowed,5,0.0
10634,785,0.33787016861346186,195998,67,7,19,19163,18,13,Mortgage,High School,Widowed,12,0.0
10635,721,0.3114488018741568,40239,76,3,8,13631,10,1,Own,High School,Widowed,8,0.0
10636,670,0.14758158785729758,110988,53,9,6,15160,17,11,Mortgage,PhD,Widowed,13,0.0
10637,416,0.15594910200341539,157220,62,9,12,18454,9,21,Mortgage,High School,Divorced,1,0.0
10638,733,0.09828700315141192,150055,37,0,6,1489,2,19,Mortgage,Masters,Widowed,1,0.16247874
10639,773,0.6443132864672664,113750,29,9,0,17042,3,2,Own,Masters,Widowed,10,0.0
10640,724,0.21688157109838468,146037,66,7,19,12369,3,17,Rent,Bachelor,Widowed,3,0.0
10641,477,0.1539546955000547,178178,48,6,11,5768,4,11,Rent,Masters,Married,15,0.16579877
10642,612,0.08228164771600288,101857,40,8,8,17016,19,19,Mortgage,Bachelor,Widowed,2,0.16518527
10643,359,0.6608261317678228,150435,56,7,1,10414,11,6,Rent,High School,Widowed,18,0.16403277
10644,455,0.28614074480019247,93805,51,5,3,11280,7,4,Rent,Masters,Widowed,18,0.0
10645,589,0.24182495793254843,151242,53,5,0,8623,6,8,Rent,Masters,Widowed,24,0.0
10646,329,0.10106135684889894,76441,40,0,17,4012,6,24,Rent,High School,Widowed,25,0.0
10647,379,0.1270587424864945,158763,36,9,3,19785,0,3,Mortgage,Masters,Married,3,0.0
10648,601,0.5557164300405801,79548,32,1,11,2152,6,7,Rent,High School,Widowed,2,0.15821493
10649,748,0.4898334450210102,54234,82,6,16,9883,16,3,Rent,Masters,Widowed,12,0.0
10650,604,0.5533492521173912,116614,45,8,7,6198,5,0,Rent,PhD,Widowed,23,0.0
10651,441,0.16961300968659265,96595,79,7,6,18297,12,1,Rent,Bachelor,Widowed,18,0.1539018
10652,683,0.4621464365104998,121715,23,5,6,14330,2,0,Mortgage,PhD,Widowed,16,0.0
10653,589,0.08495774211743812,27277,73,9,18,12894,6,14,Rent,Bachelor,Widowed,23,0.0
10654,692,0.37380014034940867,112344,50,1,11,7440,14,0,Rent,Masters,Widowed,6,0.0
10655,375,0.6305637001270261,125203,68,7,1,9713,5,2,Mortgage,Masters,Divorced,3,0.0
10656,656,0.3786651740748781,125634,58,2,18,19538,2,11,Rent,PhD,Widowed,2,0.1596319
10657,578,0.6902748123403113,143583,25,9,4,7063,19,2,Own,Masters,Divorced,7,0.1694026
10658,302,0.2713853281932903,20895,76,6,5,9601,4,6,Mortgage,Masters,Widowed,19,0.0
10659,745,0.2586650565548513,172936,35,5,0,13216,6,17,Mortgage,PhD,Widowed,5,0.0
10660,843,0.2338747019424069,52769,81,9,3,10391,11,18,Own,High School,Widowed,5,0.0
10661,708,0.00939059377669682,37402,27,2,1,12032,4,5,Mortgage,PhD,Widowed,9,0.0
10662,523,0.05823365750651188,152323,51,7,9,14363,8,18,Rent,Bachelor,Widowed,10,0.15433975
10663,764,0.8393482259391396,196014,56,8,3,9087,9,11,Mortgage,PhD,Single,10,0.16454585
10664,691,0.02297614440537532,129155,40,1,8,6941,6,14,Rent,PhD,Widowed,5,0.0
10665,720,0.008818162918175498,73494,69,6,5,7192,1,12,Rent,High School,Widowed,3,0.0
10666,843,0.1888636418187999,131389,24,7,8,7066,9,6,Rent,Bachelor,Widowed,21,0.0
10667,776,0.07075129713863126,40048,57,6,15,12813,0,4,Own,High School,Widowed,19,0.0
10668,483,0.29134035882959397,54298,76,4,17,7044,3,27,Rent,High School,Widowed,5,0.0
10669,306,0.7390904094865286,100415,21,8,4,1886,1,13,Mortgage,Masters,Married,25,0.16404957
10670,774,0.2297649515299537,157440,72,8,3,17422,3,2,Own,High School,Single,6,0.0
10671,792,0.5135980565630653,111594,37,0,13,17202,13,10,Rent,Masters,Widowed,0,0.0
10672,810,0.09816456475542579,167295,39,7,17,17315,15,1,Rent,Bachelor,Widowed,7,0.0
10673,641,0.8570295737656556,96102,32,6,0,11715,12,17,Mortgage,High School,Widowed,3,0.0
10674,688,0.445985042602455,71370,42,6,5,16266,9,27,Mortgage,High School,Divorced,7,0.16030914
10675,324,0.09441080238060762,56237,23,7,2,2924,1,14,Rent,High School,Divorced,14,0.15948834
10676,378,0.22227214497113246,138037,37,8,18,14375,7,19,Mortgage,PhD,Widowed,23,0.16513619
10677,452,0.6909803728696233,122078,59,7,2,9646,4,5,Mortgage,PhD,Widowed,0,0.0
10678,778,0.8796637572226198,153702,31,9,2,2977,3,11,Rent,High School,Widowed,19,0.15423475
10679,429,0.14497573582660261,198625,84,7,17,14158,7,20,Rent,Masters,Divorced,1,0.16588832
10680,812,0.053771773993507854,196996,71,3,10,10680,10,27,Mortgage,High School,Widowed,0,0.0
10681,536,0.08241556169124609,89004,23,5,8,9538,7,9,Mortgage,Masters,Single,9,0.15094523
10682,797,0.2528885613158466,119421,49,6,9,13287,7,3,Mortgage,High School,Widowed,2,0.0
10683,717,0.8027659974178634,62840,29,1,3,1286,2,22,Rent,High School,Widowed,1,0.16352813
10684,827,0.042755425216269405,190383,85,9,16,17839,4,15,Rent,Bachelor,Widowed,10,0.0
10685,611,0.07017775302135776,71903,28,2,0,6664,5,2,Rent,Masters,Single,28,0.16589056
10686,537,0.17189318966906952,23672,69,2,12,13248,18,4,Rent,High School,Widowed,18,0.0
10687,717,0.19501397627716777,142282,61,5,3,15257,5,29,Mortgage,High School,Widowed,13,0.0
10688,636,0.2900672086169599,100929,55,4,11,8206,6,10,Rent,High School,Widowed,3,0.0
10689,594,0.9762276680147371,190947,60,4,3,17377,3,3,Own,Masters,Divorced,1,0.16042092
10690,834,0.1569649855503924,45936,60,5,7,15759,12,24,Rent,Bachelor,Widowed,7,0.16518047
10691,730,0.7015717542631683,123190,28,4,1,1525,4,4,Rent,Bachelor,Widowed,15,0.16424914
10692,608,0.9822242341264098,136675,55,7,13,12859,0,1,Rent,Masters,Divorced,9,0.1632748
10693,680,0.6683737589334411,74348,37,9,1,3173,5,26,Mortgage,Masters,Widowed,6,0.0
10694,363,0.05223703171878791,26752,18,7,4,16224,15,23,Rent,Bachelor,Widowed,21,0.16784865
10695,404,0.1911742288542969,110111,39,0,0,12549,19,7,Rent,Masters,Widowed,7,0.16998951
10696,571,0.13144717495722735,35907,19,5,7,10701,0,25,Rent,Masters,Single,24,0.16721025
10697,539,0.39637512417697285,109047,44,6,11,2200,9,6,Rent,High School,Widowed,23,0.0
10698,571,0.35086054049273996,115667,35,5,1,19371,15,8,Rent,PhD,Widowed,1,0.16342105
10699,485,0.047221673596653524,36697,49,4,5,11808,4,19,Own,High School,Widowed,29,0.1648197
10700,732,0.251588730128923,182300,41,6,0,4199,13,13,Mortgage,Masters,Divorced,1,0.16829506
10701,569,0.2513661654404966,139261,24,6,13,2283,9,17,Own,High School,Widowed,24,0.16814455
10702,369,0.8818542162185661,160399,45,7,16,17413,12,1,Rent,Masters,Widowed,13,0.15928943
10703,395,0.9845564739301675,59083,18,7,6,7090,8,18,Mortgage,Masters,Single,2,0.15851708
10704,727,0.6344422500528704,169012,20,3,7,13478,4,2,Mortgage,Masters,Married,7,0.0
10705,770,0.4129033697526,128439,57,5,17,14360,12,19,Mortgage,PhD,Widowed,14,0.16829866
10706,437,0.028457255791753067,142215,73,2,18,9323,8,13,Mortgage,High School,Widowed,24,0.1678458
10707,684,0.3374991004197101,134636,65,1,12,12113,5,5,Rent,Bachelor,Widowed,4,0.0
10708,708,0.5528171860361885,142236,20,4,18,19021,9,17,Mortgage,PhD,Widowed,19,0.15847042
10709,628,0.1394027699943331,147579,20,8,9,8197,6,9,Mortgage,Masters,Married,3,0.0
10710,798,0.18691679686849172,95085,19,2,10,1547,4,7,Mortgage,Masters,Widowed,7,0.0
10711,765,0.17851926805630225,125859,89,4,14,11543,4,5,Own,PhD,Widowed,25,0.15909423
10712,374,0.15931335515273992,85423,55,8,7,17326,3,18,Own,Masters,Widowed,2,0.0
10713,810,0.1560478666898495,107706,83,6,9,19669,9,22,Own,High School,Widowed,7,0.0
10714,847,0.0018307351003939987,154917,57,7,6,5594,5,2,Mortgage,PhD,Widowed,19,0.0
10715,455,0.14187926379644855,149432,19,9,7,5578,0,0,Mortgage,Bachelor,Divorced,1,0.16173881
10716,653,0.6689974597141453,153624,43,9,11,5846,12,6,Rent,Masters,Single,10,0.16811042
10717,673,0.19896925579444913,131558,84,6,15,17341,6,22,Own,High School,Widowed,6,0.15875575
10718,750,0.275966763142255,112283,43,8,19,7894,9,4,Rent,Masters,Single,25,0.15742956
10719,551,0.3737775382738673,35834,33,5,16,5554,15,4,Mortgage,Masters,Widowed,16,0.1634437
10720,752,0.22124318991465008,54855,58,3,6,13480,7,12,Own,High School,Widowed,19,0.0
10721,363,0.13964185961544429,47044,43,4,18,15741,10,27,Rent,Masters,Widowed,1,0.0
10722,754,0.029192559164251786,194269,87,8,17,6529,16,24,Rent,Masters,Widowed,1,0.0
10723,567,0.09682523746688032,32894,22,3,19,7276,8,9,Rent,High School,Widowed,11,0.0
10724,682,0.5714298691784121,193172,42,5,8,8910,2,29,Rent,Masters,Widowed,7,0.1532422
10725,793,0.6412368673577586,77059,86,1,13,5146,13,7,Rent,Masters,Widowed,21,0.0
10726,448,0.023963523771561634,158977,23,9,4,7222,11,24,Mortgage,PhD,Widowed,2,0.0
10727,350,0.025177013411124105,96504,25,4,10,10894,15,2,Rent,High School,Widowed,28,0.0
10728,831,0.004336002326251309,76894,33,9,7,1944,16,23,Mortgage,PhD,Widowed,9,0.15316081
10729,329,0.010940145610615959,23293,43,9,1,3765,9,9,Own,High School,Divorced,15,0.16563106
10730,434,0.026684053047450584,59806,61,2,3,13298,8,12,Rent,PhD,Widowed,17,0.15422308
10731,714,0.5160402354935089,195408,25,9,1,19250,13,25,Mortgage,PhD,Widowed,14,0.0
10732,432,0.1320011947471087,108702,36,9,10,2233,5,10,Mortgage,High School,Married,3,0.15863998
10733,561,0.5802390038700634,180618,33,4,3,1411,17,4,Rent,Masters,Widowed,11,0.15909939
10734,399,0.4465664436128367,150378,35,7,15,19125,9,16,Rent,Masters,Widowed,27,0.15791588
10735,603,0.10693375302827246,41650,39,4,5,7838,1,25,Mortgage,Bachelor,Widowed,28,0.16447483
10736,629,0.1499898697493025,113397,32,8,1,6829,10,21,Rent,PhD,Widowed,12,0.15789653
10737,402,0.4738785741535725,97888,55,5,3,15103,14,18,Rent,High School,Widowed,9,0.16580357
10738,457,0.19916620263047735,33976,52,4,0,9407,14,12,Mortgage,High School,Widowed,6,0.0
10739,806,0.23618788437144567,87946,49,3,8,3953,13,3,Mortgage,PhD,Widowed,13,0.15484169
10740,517,0.15030743772364286,160226,34,9,2,5454,3,1,Own,High School,Widowed,26,0.0
10741,629,0.05013971343066648,92003,71,6,15,19772,15,25,Rent,Masters,Widowed,1,0.0
10742,398,0.5489023497331009,46281,32,6,9,4759,7,9,Own,Masters,Widowed,15,0.16349164
10743,465,0.10816079556345659,160982,28,5,13,4124,14,0,Mortgage,Masters,Widowed,10,0.0
10744,749,0.7424452124177631,111359,32,9,7,17734,9,9,Mortgage,Masters,Married,4,0.15695117
10745,729,0.3922656338887276,127810,22,7,1,4091,1,5,Mortgage,High School,Widowed,11,0.0
10746,468,0.3553781414812158,66430,23,5,2,6052,17,0,Own,Masters,Widowed,23,0.15864503
10747,353,0.4040547105380956,137636,22,5,15,8561,1,23,Mortgage,Masters,Single,10,0.16782984
10748,800,0.21134622241660994,98770,46,0,10,6857,5,15,Rent,PhD,Widowed,14,0.0
10749,537,0.6214252056755164,127376,42,9,15,3985,5,21,Rent,High School,Widowed,14,0.16661571
10750,848,0.0724932982530293,47401,45,7,2,8136,18,10,Mortgage,Masters,Widowed,8,0.0
10751,672,0.8552241684180063,100852,75,4,7,1210,7,3,Rent,PhD,Widowed,16,0.0
10752,472,0.7000872882073916,134569,24,4,7,17416,3,1,Rent,Masters,Married,1,0.0
10753,660,0.7791967071880015,31730,33,0,3,9964,2,4,Mortgage,High School,Widowed,21,0.16615975
10754,469,0.2064230244732984,68022,64,6,7,11000,4,6,Rent,PhD,Widowed,21,0.0
10755,383,0.14226452551880853,69915,41,7,4,15746,7,8,Mortgage,PhD,Widowed,0,0.0
10756,849,0.3702099617898358,36469,77,8,11,8304,18,19,Own,High School,Widowed,5,0.16928372
10757,627,0.019750097381551646,73861,47,1,16,3036,3,17,Rent,High School,Widowed,23,0.0
10758,444,0.6522440158478325,118595,34,4,10,7638,0,2,Mortgage,Masters,Married,18,0.165718
10759,848,0.06436226206594065,111581,75,3,17,2400,17,9,Rent,Masters,Widowed,1,0.0
10760,685,0.6910472684732173,199249,82,8,2,12951,5,9,Mortgage,Masters,Divorced,0,0.0
10761,591,0.5639780978080163,59199,21,3,5,10128,1,20,Rent,Masters,Widowed,1,0.0
10762,479,0.4910238713363626,110372,55,7,17,14060,9,12,Own,Masters,Widowed,4,0.16464028
10763,523,0.3725512851303263,21396,28,6,0,2787,2,21,Mortgage,Masters,Single,3,0.15748176
10764,661,0.23152344935743596,45200,76,5,0,14929,3,2,Mortgage,Masters,Widowed,17,0.0
10765,728,0.2099555917326208,174711,22,9,16,8107,12,19,Mortgage,Masters,Widowed,20,0.0
10766,734,0.18239382626490608,111025,58,0,18,10764,5,9,Own,Masters,Widowed,7,0.1609129
10767,776,0.8166756543109147,53796,84,0,1,17260,5,10,Rent,Masters,Widowed,5,0.15797067
10768,499,0.289634541241945,21965,70,2,18,10763,0,0,Rent,Bachelor,Widowed,0,0.15468724
10769,550,0.005560890981904598,188027,29,9,10,16805,5,1,Rent,Masters,Widowed,20,0.0
10770,369,0.32297473180406655,197959,18,9,8,7292,4,9,Mortgage,High School,Divorced,13,0.16788454
10771,825,0.05905890413499426,160313,23,7,1,5015,9,5,Rent,Masters,Widowed,6,0.0
10772,439,0.6441904036015019,162497,34,8,9,18260,7,14,Mortgage,Masters,Married,1,0.0
10773,757,0.49318836245060405,67241,52,1,7,15637,9,2,Mortgage,Masters,Widowed,0,0.0
10774,814,0.19493371741000043,102028,41,8,17,1504,3,25,Mortgage,High School,Widowed,27,0.0
10775,517,0.011641942213045042,117615,65,0,4,17247,7,15,Rent,Masters,Widowed,29,0.15043446
10776,658,0.07762199977611073,140033,74,3,11,16109,2,2,Mortgage,High School,Divorced,4,0.15990266
10777,829,0.6651099144696223,46748,40,2,2,13664,9,9,Mortgage,Masters,Widowed,10,0.0
10778,804,0.32613375973553294,109072,38,3,7,17707,12,20,Rent,High School,Widowed,22,0.0
10779,579,0.9274536327098772,99674,38,9,2,1083,4,26,Mortgage,Masters,Widowed,9,0.16804828
10780,387,0.0005391017447221591,87313,53,1,4,7652,8,3,Rent,Masters,Divorced,18,0.16399267
10781,571,0.06120091888182988,109492,53,4,12,15802,19,23,Rent,High School,Widowed,16,0.0
10782,312,0.10220232257187167,105821,43,4,16,16920,3,29,Mortgage,Masters,Widowed,21,0.16416746
10783,628,0.299768186005816,187874,88,7,2,16986,17,4,Mortgage,High School,Widowed,23,0.15586716
10784,696,0.39530411850893243,167155,20,8,3,9913,19,2,Mortgage,Masters,Single,27,0.15180689
10785,791,0.1677936401791167,172194,53,2,9,4512,12,12,Mortgage,High School,Widowed,5,0.0
10786,725,0.4427470015520658,42652,44,6,3,8733,15,2,Own,Masters,Widowed,23,0.16758972
10787,824,0.31951402222742586,50661,70,2,16,12492,6,1,Rent,High School,Widowed,23,0.0
10788,483,0.12447758985113067,127830,20,2,18,19136,12,26,Rent,Masters,Divorced,3,0.16143079
10789,350,0.24073606281046012,31871,23,0,11,16575,8,24,Rent,Masters,Widowed,15,0.15341663
10790,576,0.031248446873688773,184036,28,6,0,18394,7,8,Own,PhD,Widowed,17,0.1541763
10791,811,0.7244401630170463,133554,30,9,14,14943,3,28,Mortgage,PhD,Widowed,5,0.0
10792,496,0.3874719719825358,73719,89,6,1,9066,16,21,Rent,Masters,Widowed,20,0.16947936
10793,495,0.10875956000794162,65976,57,5,4,6974,4,6,Own,High School,Single,5,0.16709694
10794,523,0.8863343320576337,150553,53,9,18,17302,6,9,Mortgage,Masters,Widowed,9,0.0
10795,654,0.6469182607439758,197486,18,4,10,5415,4,3,Mortgage,Masters,Single,18,0.16582291
10796,532,0.3452761191965399,65738,56,4,18,1070,3,5,Rent,High School,Widowed,10,0.0
10797,801,0.3025475748162042,78944,29,2,12,15113,12,10,Rent,Bachelor,Widowed,14,0.1530216
10798,613,0.9417157940647507,96338,75,7,3,4244,7,1,Mortgage,PhD,Widowed,22,0.15537764
10799,403,0.09451219528708932,86702,70,8,2,14145,0,26,Mortgage,Masters,Divorced,8,0.15342464
10800,354,0.23763683577852868,99981,73,2,6,5897,5,0,Rent,High School,Widowed,21,0.0
10801,396,0.2395579627818072,25770,41,8,5,13198,15,2,Rent,Masters,Widowed,15,0.0
10802,753,0.0718036591669925,118721,37,9,12,19673,10,17,Rent,PhD,Widowed,11,0.0
10803,724,0.186715058096792,156028,61,6,17,3011,9,20,Rent,High School,Widowed,6,0.0
10804,795,0.09298651588211071,80194,87,2,7,16549,8,1,Rent,Bachelor,Widowed,18,0.0
10805,698,0.6856362119161169,59316,59,2,3,1271,15,12,Rent,Masters,Widowed,12,0.16657104
10806,342,0.055519771437812726,138381,38,1,5,2874,2,10,Own,High School,Married,1,0.16748251
10807,512,0.7466213917701039,23332,20,7,1,19739,0,17,Mortgage,PhD,Widowed,10,0.16157855
10808,398,0.487797002917697,194624,27,7,6,17368,10,17,Mortgage,High School,Divorced,6,0.16387504
10809,838,0.14318917967952394,176636,78,2,13,1337,18,13,Mortgage,PhD,Widowed,28,0.16677125
10810,543,0.3451484882580508,82425,60,5,10,16801,10,7,Mortgage,PhD,Widowed,3,0.15228938
10811,596,0.008856964793955813,173554,35,5,10,9429,8,11,Own,Masters,Widowed,19,0.0
10812,603,0.36341945747462945,52001,60,2,5,11772,3,4,Mortgage,PhD,Widowed,23,0.15449311
10813,691,0.01667859145025996,62062,27,9,16,18159,18,1,Mortgage,PhD,Single,15,0.16954279
10814,343,0.1517392515115198,52264,32,8,13,8073,16,20,Mortgage,High School,Divorced,22,0.155335
10815,588,0.07759933066113489,103200,34,3,10,16763,4,10,Mortgage,High School,Widowed,6,0.0
10816,606,0.38373682166891043,40842,30,6,4,15952,17,22,Mortgage,PhD,Widowed,11,0.15650675
10817,755,0.3054383741441742,60585,43,1,11,11339,6,6,Mortgage,High School,Widowed,26,0.0
10818,696,0.6933922330787265,177330,24,8,0,8548,7,13,Mortgage,PhD,Widowed,19,0.0
10819,785,0.3413120542705207,132500,61,6,6,8745,5,27,Rent,Bachelor,Widowed,9,0.15745284
10820,698,0.15279275210965781,59463,21,3,11,18618,7,21,Own,High School,Widowed,14,0.0
10821,795,0.8391448267470832,36353,23,8,2,16608,5,15,Mortgage,PhD,Widowed,7,0.0
10822,412,0.08627020791944406,48978,63,5,4,18445,11,7,Rent,Masters,Widowed,4,0.0
10823,504,0.399790824073212,72964,36,2,7,19825,5,8,Mortgage,Masters,Widowed,5,0.0
10824,351,0.05010790504456153,117725,25,4,7,13808,8,10,Mortgage,Masters,Widowed,0,0.0
10825,536,0.24559578862006837,150783,66,5,16,3886,7,13,Rent,Masters,Widowed,21,0.0
